binary_stem,sample_id,family,label,pipeline_label_hint,function_name,address,address_hex,address_status,notes,source_file,map_file,binary_path,stripped_binary_path,gt_level
funcptr_variant_17,funcptr_variant_17,func_ptr,FUNC_PTR_SINK,FUNC_PTR_SINK,dispatch_command,134217812,0x08000054,resolved,Auto-generated function-pointer variant,funcptr_variant_17.c,funcptr_variant_17.map,/home/a347908610/sourceagent/firmware/microbench_autogen/funcptr_variant_17.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/funcptr_variant_17_stripped.elf,L1
loop_variant_00,loop_variant_00,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_00.c,loop_variant_00.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_00.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_00_stripped.elf,L1
loop_variant_01,loop_variant_01,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_01.c,loop_variant_01.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_01.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_01_stripped.elf,L1
loop_variant_02,loop_variant_02,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_02.c,loop_variant_02.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_02.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_02_stripped.elf,L1
loop_variant_03,loop_variant_03,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_03.c,loop_variant_03.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_03.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_03_stripped.elf,L1
loop_variant_04,loop_variant_04,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_04.c,loop_variant_04.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_04.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_04_stripped.elf,L1
loop_variant_05,loop_variant_05,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_05.c,loop_variant_05.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_05.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_05_stripped.elf,L1
loop_variant_06,loop_variant_06,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_06.c,loop_variant_06.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_06.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_06_stripped.elf,L1
loop_variant_07,loop_variant_07,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_07.c,loop_variant_07.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_07.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_07_stripped.elf,L1
loop_variant_08,loop_variant_08,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_08.c,loop_variant_08.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_08.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_08_stripped.elf,L1
loop_variant_09,loop_variant_09,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_09.c,loop_variant_09.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_09.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_09_stripped.elf,L1
loop_variant_10,loop_variant_10,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_10.c,loop_variant_10.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_10.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_10_stripped.elf,L1
loop_variant_11,loop_variant_11,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_11.c,loop_variant_11.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_11.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_11_stripped.elf,L1
loop_variant_12,loop_variant_12,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_12.c,loop_variant_12.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_12.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_12_stripped.elf,L1
loop_variant_13,loop_variant_13,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_13.c,loop_variant_13.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_13.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_13_stripped.elf,L1
loop_variant_14,loop_variant_14,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_14.c,loop_variant_14.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_14.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_14_stripped.elf,L1
loop_variant_15,loop_variant_15,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_15.c,loop_variant_15.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_15.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_15_stripped.elf,L1
loop_variant_16,loop_variant_16,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_16.c,loop_variant_16.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_16.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_16_stripped.elf,L1
loop_variant_17,loop_variant_17,loop_write,LOOP_WRITE_SINK,LOOP_WRITE_SINK,fill_buffer,134217794,0x08000042,resolved,Auto-generated loop-write sink variant,loop_variant_17.c,loop_variant_17.map,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_17.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/loop_variant_17_stripped.elf,L1
memset_variant_00,memset_variant_00,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_00.c,memset_variant_00.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_00.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_00_stripped.elf,L1
memset_variant_01,memset_variant_01,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_01.c,memset_variant_01.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_01.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_01_stripped.elf,L1
memset_variant_02,memset_variant_02,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_02.c,memset_variant_02.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_02.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_02_stripped.elf,L1
memset_variant_03,memset_variant_03,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_03.c,memset_variant_03.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_03.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_03_stripped.elf,L1
memset_variant_04,memset_variant_04,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_04.c,memset_variant_04.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_04.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_04_stripped.elf,L1
memset_variant_05,memset_variant_05,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_05.c,memset_variant_05.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_05.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_05_stripped.elf,L1
memset_variant_06,memset_variant_06,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_06.c,memset_variant_06.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_06.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_06_stripped.elf,L1
memset_variant_07,memset_variant_07,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_07.c,memset_variant_07.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_07.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_07_stripped.elf,L1
memset_variant_08,memset_variant_08,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_08.c,memset_variant_08.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_08.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_08_stripped.elf,L1
memset_variant_09,memset_variant_09,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_09.c,memset_variant_09.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_09.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_09_stripped.elf,L1
memset_variant_10,memset_variant_10,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_10.c,memset_variant_10.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_10.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_10_stripped.elf,L1
memset_variant_11,memset_variant_11,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_11.c,memset_variant_11.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_11.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_11_stripped.elf,L1
memset_variant_12,memset_variant_12,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_12.c,memset_variant_12.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_12.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_12_stripped.elf,L1
memset_variant_13,memset_variant_13,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_13.c,memset_variant_13.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_13.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_13_stripped.elf,L1
memset_variant_14,memset_variant_14,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_14.c,memset_variant_14.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_14.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_14_stripped.elf,L1
memset_variant_15,memset_variant_15,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_15.c,memset_variant_15.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_15.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_15_stripped.elf,L1
memset_variant_16,memset_variant_16,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_16.c,memset_variant_16.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_16.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_16_stripped.elf,L1
memset_variant_17,memset_variant_17,memset,MEMSET_SINK,MEMSET_SINK,clear_buffer,134217794,0x08000042,resolved,Auto-generated memset sink variant,memset_variant_17.c,memset_variant_17.map,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_17.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/memset_variant_17_stripped.elf,L1
store_variant_00,store_variant_00,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_00.c,store_variant_00.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_00.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_00_stripped.elf,L1
store_variant_01,store_variant_01,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_01.c,store_variant_01.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_01.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_01_stripped.elf,L1
store_variant_02,store_variant_02,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_02.c,store_variant_02.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_02.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_02_stripped.elf,L1
store_variant_03,store_variant_03,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_03.c,store_variant_03.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_03.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_03_stripped.elf,L1
store_variant_04,store_variant_04,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_04.c,store_variant_04.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_04.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_04_stripped.elf,L1
store_variant_05,store_variant_05,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_05.c,store_variant_05.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_05.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_05_stripped.elf,L1
store_variant_06,store_variant_06,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_06.c,store_variant_06.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_06.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_06_stripped.elf,L1
store_variant_07,store_variant_07,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_07.c,store_variant_07.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_07.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_07_stripped.elf,L1
store_variant_08,store_variant_08,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_08.c,store_variant_08.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_08.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_08_stripped.elf,L1
store_variant_09,store_variant_09,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_09.c,store_variant_09.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_09.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_09_stripped.elf,L1
store_variant_10,store_variant_10,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_10.c,store_variant_10.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_10.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_10_stripped.elf,L1
store_variant_11,store_variant_11,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_11.c,store_variant_11.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_11.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_11_stripped.elf,L1
store_variant_12,store_variant_12,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_12.c,store_variant_12.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_12.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_12_stripped.elf,L1
store_variant_13,store_variant_13,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_13.c,store_variant_13.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_13.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_13_stripped.elf,L1
store_variant_14,store_variant_14,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_14.c,store_variant_14.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_14.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_14_stripped.elf,L1
store_variant_15,store_variant_15,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_15.c,store_variant_15.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_15.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_15_stripped.elf,L1
store_variant_16,store_variant_16,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_16.c,store_variant_16.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_16.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_16_stripped.elf,L1
store_variant_17,store_variant_17,store,STORE_SINK,STORE_SINK,write_register,134217794,0x08000042,resolved,Auto-generated store sink variant,store_variant_17.c,store_variant_17.map,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_17.elf,/home/a347908610/sourceagent/firmware/microbench_autogen/store_variant_17_stripped.elf,L1
